CVE_ENT,CVE_MUN,NOM_MUN,OID_1,CVEGEO,SELECTED,/place/@pl,/place/cre,/place/loc,/place/l_1,/place/l_2,/place/l_3,/place/nam,COUNT,id
30,211,San Rafael,1826,30211,1,39750,PL/2419/EXP/ES/2015,,-290.6139,60.5669,60.5669,PETRO MAR DEL GOLFO SA DE CV,3,13250
30,212,Santiago Sochiapan,1827,30212,1,,,,,,,,0,0
29,20,Sanctórum de Lázaro Cárdenas,1828,29020,1,27459,PL/23675/EXP/ES/2020,,-98.4742,19.5881,19.5881,Empresa Creativa S.A. de C.V.,1,27459
29,60,Santa Isabel Xiloxoxtla,1829,29060,1,25871,PL/10240/EXP/ES/2015,,-196.3951,38.5034,38.5034,"SERVICIO TEOLOCHOLCO, S.A. DE C.V.",2,12936
29,59,Santa Cruz Quilehtla,1830,29059,1,14267,PL/12687/EXP/ES/2015,,-98.2291,19.2123,19.2123,MIGUEL ANGEL CUATEPITZI JUAREZ,1,14267
29,58,Santa Catarina Ayometla,1831,29058,1,,,,,,,,0,0
29,57,Santa Apolonia Teacalco,1832,29057,1,,,,,,,,0,0
29,56,Santa Ana Nopalucan,1833,29056,1,,,,,,,,0,0
29,55,San Lucas Tecopilco,1834,29055,1,,,,,,,,0,0
29,54,San Lorenzo Axocomanitla,1835,29054,1,,,,,,,,0,0
29,53,San Juan Huactzinco,1836,29053,1,5481,PL/5688/EXP/ES/2015,,-98.256,19.2386,19.2386,"OPERADORA DE COMBUSTIBLES DOMO, S.A. DE C.V.",1,5481
29,52,San José Teacalco,1837,29052,1,,,,,,,,0,0
29,51,San Jerónimo Zacualpan,1838,29051,1,,,,,,,,0,0
29,50,San Francisco Tetlanohcan,1839,29050,1,,,,,,,,0,0
29,49,San Damián Texóloc,1840,29049,1,,,,,,,,0,0
29,48,La Magdalena Tlaltelulco,1841,29048,1,13953,PL/4880/EXP/ES/2015,,-196.395,38.5456,38.5456,servicio la corta bepaj sa de cv,2,6977
29,47,Lázaro Cárdenas,1842,29047,1,,,,,,,,0,0
29,46,Emiliano Zapata,1843,29046,1,,,,,,,,0,0
29,45,Benito Juárez,1844,29045,1,11721,PL/10336/EXP/ES/2015,,-98.4283,19.5862,19.5862,Empresa Creativa S.A. de C.V.,1,11721
29,44,Zacatelco,1845,29044,1,32624,PL/9142/EXP/ES/2015,,-294.7163,57.584,57.584,SERVICIO 3 ESTRELLAS Y S.A. DE C.V.,3,10875
29,43,Yauhquemehcan,1846,29043,1,42059,PL/2500/EXP/ES/2015,,-490.9054,96.9887,96.9887,SILCAR COMBUSTIBLES SA DE CV,5,8412
29,42,Xicohtzinco,1847,29042,1,20122,PL/9130/EXP/ES/2015,,-196.4557,38.3352,38.3352,JOSE MANUEL JAVIER CERVANTES LOPEZ,2,10061
29,41,Papalotla de Xicohténcatl,1848,29041,1,44453,PL/3647/EXP/ES/2015,,-294.6281,57.4943,57.4943,SERVICIO LA TRINIDAD PAPALOTLA SA DE CV,3,14818
29,40,Xaltocan,1849,29040,1,5503,PL/5215/EXP/ES/2015,,-98.2116,19.4213,19.4213,JOSE MARIANO JUVENTINO ESPINO RODRIGUEZ,1,5503
29,39,Xaloztoc,1850,29039,1,23593,PL/4834/EXP/ES/2015,,-294.1289,58.2207,58.2207,Servicio Autovia SA de CV,3,7864
29,38,Tzompantepec,1851,29038,1,39602,PL/10952/EXP/ES/2015,,-196.1976,38.7838,38.7838,"OPEDEC DE MEXICO S,A, DE C.V.",2,19801
29,37,Ziltlaltépec de Trinidad Sánchez Santos,1852,29037,1,5268,PL/5580/EXP/ES/2015,,-97.9084,19.2152,19.2152,JOSE OSCAR CERVANTES LOPEZ,1,5268
29,36,Totolac,1853,29036,1,29789,PL/8238/EXP/ES/2015,,-294.7843,57.9658,57.9658,LUZ HAYDEE RODRIGUEZ MENA,3,9930
29,35,Tocatlán,1854,29035,1,,,,,,,,0,0
29,34,Tlaxco,1855,29034,1,115222,PL/7450/EXP/ES/2015,,-490.8045,97.9614,97.9614,JORGE RIVERA SOSA,5,23044
29,33,Tlaxcala,1856,29033,1,122414,PL/7557/EXP/ES/2015,,-884.1164,173.7576,173.7576,Servicio del Altiplano S.A. de C.V.,9,13602
29,32,Tetlatlahuca,1857,29032,1,18256,PL/5387/EXP/ES/2015,,-196.5772,38.4761,38.4761,ENERGETICOS SANTA ISABEL S.A. DE C.V.,2,9128
29,31,Tetla de la Solidaridad,1858,29031,1,96194,PL/4376/EXP/ES/2015,,-588.5692,116.8608,116.8608,Servicio Santiago Tetla S.A de C.V,6,16032
29,30,Terrenate,1859,29030,1,7890,PL/7248/EXP/ES/2015,,-97.9282,19.4662,19.4662,SERVICIO TERRENATE S.A. DE C.V.,1,7890
29,29,Tepeyanco,1860,29029,1,5392,PL/5930/EXP/ES/2015,,-98.2308,19.2583,19.2583,BICENTENARIO SERVICIO LA BONITA S.A. DE C.V.,1,5392
29,28,Teolocholco,1861,29028,1,,,,,,,,0,0
29,27,Tenancingo,1862,29027,1,9525,PL/8614/EXP/ES/2015,,-98.1891,19.1377,19.1377,JOSE CANDIDO PAREDES CORDERO,1,9525
29,26,Santa Cruz Tlaxcala,1863,29026,1,15242,PL/5153/EXP/ES/2015,,-196.2572,38.7794,38.7794,SU SERVICIO CONTLA S.A. DE C.V.,2,7621
29,25,San Pablo del Monte,1864,29025,1,40837,PL/3281/EXP/ES/2015,,-392.658,76.5048,76.5048,SINERGIA DE ENERGETICOS S.A. DE C.V.,4,10209
29,24,Panotla,1865,29024,1,,,,,,,,0,0
29,23,Natívitas,1866,29023,1,15785,PL/5389/EXP/ES/2015,,-295.0408,57.7043,57.7043,MA. CRUZ MEDEL GARCIA,3,5262
29,22,Acuamanala de Miguel Hidalgo,1867,29022,1,14263,PL/12723/EXP/ES/2015,,-98.1898,19.2187,19.2187,JOEL CUATEPITZI JUAREZ,1,14263
29,21,Nanacamilpa de Mariano Arista,1868,29021,1,6825,PL/4504/EXP/ES/2015,,-98.5342,19.495,19.495,GAS MARA SA DE CV,1,6825
29,19,Tepetitla de Lardizábal,1869,29019,1,30832,PL/9372/EXP/ES/2015,,-295.194,57.8829,57.8829,ESTACION DE SERVICIO NORA SA DE CV,3,10277
29,18,Contla de Juan Cuamatzi,1870,29018,1,6061,PL/3836/EXP/ES/2015,,-98.1868,19.3367,19.3367,GRUPO GASOLINERO OC SA DE CV,1,6061
29,17,Mazatecochco de José María Morelos,1871,29017,1,,,,,,,,0,0
29,16,Ixtenco,1872,29016,1,,,,,,,,0,0
29,15,Ixtacuixtla de Mariano Matamoros,1873,29015,1,59245,PL/8772/EXP/ES/2015,,-295.1828,58.0048,58.0048,"Hidrocarburos del Carmen, S.A. de C.V.",3,19748
29,14,Hueyotlipan,1874,29014,1,78812,PL/6977/EXP/ES/2015,,-491.6423,97.3824,97.3824,SERVICIO HUEYOTLIPAN SA DE CV,5,15762
29,13,Huamantla,1875,29013,1,162654,PL/3419/EXP/ES/2015,,-1175.2392,231.804,231.804,JOSE RAUL CERVANTES LOPEZ,12,13555
29,12,Españita,1876,29012,1,,,,,,,,0,0
29,11,Muñoz de Domingo Arenas,1877,29011,1,5390,PL/5892/EXP/ES/2015,,-98.2057,19.4729,19.4729,SERVICIO DOMART SA DE CV,1,5390
29,10,Chiautempan,1878,29010,1,76990,PL/6934/EXP/ES/2015,,-589.2061,115.9008,115.9008,SERVICIO EL SABINAL SA DE CV,6,12832
29,9,Cuaxomulco,1879,29009,1,,,,,,,,0,0
29,8,Cuapiaxtla,1880,29008,1,47138,PL/4360/EXP/ES/2015,,-391.1391,77.2172,77.2172,JOSE RAUL CERVANTES LOPEZ,4,11785
29,7,El Carmen Tequexquitla,1881,29007,1,13346,PL/4932/EXP/ES/2015,,-195.3402,38.6132,38.6132,"GASOLINERIA SAN FERNANDO, S.A.",2,6673
29,6,Calpulalpan,1882,29006,1,90828,PL/4375/EXP/ES/2015,,-788.4479,156.6222,156.6222,"SUPER SERVICIO CALPULLI, S.A. DE C.V.",8,11354
29,5,Apizaco,1883,29005,1,111162,PL/2772/EXP/ES/2015,,-1079.5026,213.5211,213.5211,GRUPO EMPRESARIAL COGAS S.A. DE C.V.,11,10106
29,4,Atltzayanca,1884,29004,1,10023,PL/8990/EXP/ES/2015,,-97.798,19.4272,19.4272,MARIA SOLEDAD CUENCA MERLO,1,10023
29,3,Atlangatepec,1885,29003,1,13100,PL/10885/EXP/ES/2015,,-98.131,19.5574,19.5574,Servicio Atlangatepec S.A. de C.V.,1,13100
29,2,Apetatitlán de Antonio Carvajal,1886,29002,1,31472,PL/6935/EXP/ES/2015,,-294.5825,58.0043,58.0043,SUPER SERVICIOS SAN PABLO SA DE CV,3,10491
21,27,Caltepec,1887,21027,1,,,,,,,,0,0
21,47,Chiautla,1888,21047,1,61778,PL/4695/EXP/ES/2015,,-295.7266,54.8147,54.8147,SERVIARAGON S.A DE C.V,3,20593
21,72,Huehuetla,1889,21072,1,,,,,,,,0,0
21,73,Huehuetlán el Chico,1890,21073,1,12750,PL/4513/EXP/ES/2015,,-197.3757,36.7801,36.7801,OMAR PAUL VERGARA NAJERA,2,6375
21,88,Jonotla,1891,21088,1,,,,,,,,0,0
21,155,Tecomatlán,1892,21155,1,11630,PL/10259/EXP/ES/2015,,-98.311,18.1214,18.1214,SOC. COOP. AGROP. REGIONAL ANTORCHA CAMPESINA SCL,1,11630
21,216,Zoquiapan,1893,21216,1,,,,,,,,0,0
21,117,Rafael Lara Grajales,1894,21117,1,14015,PL/12620/EXP/ES/2015,,-97.8041,19.2272,19.2272,SERVICIO DEL CENTRO DE RAFAEL LARA GRAJALES S.A. DE C.V.,1,14015
21,1,Acajete,1895,21001,1,73190,PL/5576/EXP/ES/2015,,-587.7654,114.5715,114.5715,JOSE OSCAR CERVANTES LOPEZ,6,12198
21,2,Acateno,1896,21002,1,14245,PL/5971/EXP/ES/2015,,-194.5076,40.1353,40.1353,"ESTACION DE SERVICIO SANTISIMA TRINIDAD, S.A. DE C.V.",2,7123
21,4,Acatzingo,1897,21004,1,26100,PL/10685/EXP/ES/2015,,-195.5757,37.9554,37.9554,REY MORALES UGALDE,2,13050
21,5,Acteopan,1898,21005,1,,,,,,,,0,0
21,6,Ahuacatlán,1899,21006,1,4595,PL/2614/EXP/ES/2015,,-97.8547,20.0082,20.0082,ENERGETICOS AHUACATLAN SA DE CV,1,4595
21,7,Ahuatlán,1900,21007,1,,,,,,,,0,0
21,8,Ahuazotepec,1901,21008,1,6303,PL/4300/EXP/ES/2015,,-98.1441,20.0864,20.0864,SERVICIO RIVERA SOSA SA DE CV,1,6303
21,9,Ahuehuetitla,1902,21009,1,,,,,,,,0,0
21,10,Ajalpan,1903,21010,1,8311,PL/6679/EXP/ES/2015,,-97.2665,18.3789,18.3789,"DE LOS SANTOS, S. A. DE C. V.",1,8311
21,11,Albino Zertuche,1904,21011,1,,,,,,,,0,0
21,12,Aljojuca,1905,21012,1,,,,,,,,0,0
21,13,Altepexi,1906,21013,1,47996,PL/3656/EXP/ES/2015,,-389.128,73.4766,73.4766,ENERGETICOS SANTA MARIA DEL MONTE SA DE CV,4,11999
21,14,Amixtlán,1907,21014,1,,,,,,,,0,0
21,15,Amozoc,1908,21015,1,267895,PL/4772/EXP/ES/2015,,-1863.2359,361.871,361.871,ESTACION DE SERVICIO RIO BLANCO SA DE CV,19,14100
21,16,Aquixtla,1909,21016,1,22698,PL/20166/EXP/ES/2017,,-97.9577,19.7503,19.7503,AUTOSERVICIO DEL LIBRAMIENTO CHIGNAHUAPAN SA DE CV,1,22698
21,17,Atempan,1910,21017,1,29117,PL/3686/EXP/ES/2015,,-194.8932,39.6696,39.6696,COMERCIALIZADORA DE ATEMPAN SA DE CV,2,14559
21,18,Atexcal,1911,21018,1,,,,,,,,0,0
21,19,Atlixco,1912,21019,1,234238,PL/1095/EXP/ES/2015,,-1870.1917,359.1881,359.1881,ROBERTO CARRETO MAYORGA E HIJOS S.A DE C.V.,19,12328
21,20,Atoyatempan,1913,21020,1,,,,,,,,0,0
21,21,Atzala,1914,21021,1,,,,,,,,0,0
21,22,Atzitzihuacán,1915,21022,1,,,,,,,,0,0
21,23,Atzitzintla,1916,21023,1,14499,PL/12907/EXP/ES/2015,,-97.3245,18.8967,18.8967,ROSALIA VELAZQUEZ ANTONIO,1,14499
21,24,Axutla,1917,21024,1,,,,,,,,0,0
21,25,Ayotoxco de Guerrero,1918,21025,1,10185,PL/9083/EXP/ES/2015,,-97.3996,20.0991,20.0991,Combustibles y Lubricantes Ayotoxco SA de CV,1,10185
21,26,Calpan,1919,21026,1,,,,,,,,0,0
21,28,Camocuautla,1920,21028,1,,,,,,,,0,0
21,29,Caxhuacan,1921,21029,1,,,,,,,,0,0
21,30,Coatepec,1922,21030,1,,,,,,,,0,0
21,31,Coatzingo,1923,21031,1,,,,,,,,0,0
21,32,Cohetzala,1924,21032,1,,,,,,,,0,0
21,33,Cohuecan,1925,21033,1,,,,,,,,0,0
21,34,Coronango,1926,21034,1,87698,PL/5751/EXP/ES/2015,,-786.2496,153.0779,153.0779,GASOLINERA DE SAN MARTIN S.A. DE C.V.,8,10962
21,35,Coxcatlán,1927,21035,1,8225,PL/6672/EXP/ES/2015,,-97.1613,18.2682,18.2682,"SERVCIOS INTEGRALES SAN MIGUEL, S. A. DE C. V.",1,8225
21,36,Coyomeapan,1928,21036,1,,,,,,,,0,0
21,37,Coyotepec,1929,21037,1,,,,,,,,0,0
21,38,Cuapiaxtla de Madero,1930,21038,1,48896,PL/4222/EXP/ES/2015,,-391.2686,75.6737,75.6737,"SERVICIO RAMIREZ SILVA TORRES, S.A. DE C.V.",4,12224
21,39,Cuautempan,1931,21039,1,,,,,,,,0,0
21,40,Cuautinchán,1932,21040,1,12884,PL/10760/EXP/ES/2015,,-97.9519,19.0113,19.0113,JOB MORALES UGALDE,1,12884
21,41,Cuautlancingo,1933,21041,1,154230,PL/7426/EXP/ES/2015,,-1080.8403,210.2732,210.2732,"SERVICIO TZOMPANTITLA, S.A. DE C.V.",11,14021
21,42,Cuayuca de Andrade,1934,21042,1,,,,,,,,0,0
21,43,Cuetzalan del Progreso,1935,21043,1,14986,PL/2764/EXP/ES/2015,,-195.0619,40.031,40.031,SERVICIOS MOMOXPAN SA DE CV,2,7493
21,44,Cuyoaco,1936,21044,1,33795,PL/9084/EXP/ES/2015,,-292.8296,58.7713,58.7713,JOSE CORTE HERRERA,3,11265
21,45,Chalchicomula de Sesma,1937,21045,1,13406,PL/2099/EXP/ES/2015,,-194.9032,37.9858,37.9858,COMBUSTIBLES GRUPO PC SA DE CV,2,6703
21,46,Chapulco,1938,21046,1,7493,PL/3456/EXP/ES/2015,,-97.4085,18.6121,18.6121,SERVICIO CUAUTLAPAN SA  DE  CV,1,7493
21,48,Chiautzingo,1939,21048,1,6717,PL/3549/EXP/ES/2015,,-98.4892,19.2035,19.2035,NACIONAL DE COMBUSTIBLES Y LUBRICANTES S.A. DE C.V,1,6717
21,49,Chiconcuautla,1940,21049,1,,,,,,,,0,0
21,50,Chichiquila,1941,21050,1,,,,,,,,0,0
21,51,Chietla,1942,21051,1,28510,PL/4930/EXP/ES/2015,,-197.2411,37.0054,37.0054,DM SERVICIO S.A. DE C.V.,2,14255
21,52,Chigmecatitlán,1943,21052,1,,,,,,,,0,0
21,53,Chignahuapan,1944,21053,1,72931,PL/3642/EXP/ES/2015,,-588.2186,119.0052,119.0052,SINERGIA DE ENERGETICOS S.A. DE C.V.,6,12155
21,54,Chignautla,1945,21054,1,11407,PL/10018/EXP/ES/2015,,-97.3871,19.8121,19.8121,"Super Servicio Chignautla, S.A. de C.V.",1,11407
21,55,Chila,1946,21055,1,5722,PL/5768/EXP/ES/2015,,-97.8882,17.992,17.992,JOSE LUIS TRUJILLO CARIÑO,1,5722
21,56,Chila de la Sal,1947,21056,1,,,,,,,,0,0
21,57,Honey,1948,21057,1,,,,,,,,0,0
21,58,Chilchotla,1949,21058,1,,,,,,,,0,0
21,59,Chinantla,1950,21059,1,,,,,,,,0,0
21,60,Domingo Arenas,1951,21060,1,,,,,,,,0,0
21,61,Eloxochitlán,1952,21061,1,,,,,,,,0,0
21,62,Epatlán,1953,21062,1,10113,PL/9165/EXP/ES/2015,,-98.4028,18.6082,18.6082,"SERVICIO GIRASOLES DEL SUR, S.A. DE C.V.",1,10113
21,63,Esperanza,1954,21063,1,38348,PL/7279/EXP/ES/2015,,-389.5222,75.477,75.477,SINERGIA DE ENERGETICOS S.A. DE C.V.,4,9587
21,64,Francisco Z. Mena,1955,21064,1,5863,PL/3454/EXP/ES/2015,,-97.8443,20.7252,20.7252,ELDAID SALAS LOPEZ,1,5863
21,65,General Felipe Ángeles,1956,21065,1,50876,PL/10093/EXP/ES/2015,,-293.1466,57.0477,57.0477,"GAS COMPANY, S.A DE C.V.",3,16959
21,66,Guadalupe,1957,21066,1,5360,PL/5769/EXP/ES/2015,,-98.1231,18.0908,18.0908,GUADALUPE ENRIQUEZ ESPINOSA,1,5360
21,67,Guadalupe Victoria,1958,21067,1,33293,PL/3675/EXP/ES/2015,,-194.6928,38.588,38.588,ENERGETICOS DUAL S.A. DE C.V.,2,16647
21,68,Hermenegildo Galeana,1959,21068,1,,,,,,,,0,0
21,69,Huaquechula,1960,21069,1,5655,PL/5397/EXP/ES/2015,,-98.4535,18.7932,18.7932,"SERVICIO HUAQUE, S. DE R.L. DE C.V.",1,5655
21,70,Huatlatlauca,1961,21070,1,,,,,,,,0,0
21,71,Huauchinango,1962,21071,1,65692,PL/1654/EXP/ES/2015,,-686.3113,141.2629,141.2629,SERVICIO MARROQUIN SA DE CV,7,9385
21,74,Huejotzingo,1963,21074,1,110994,PL/2227/EXP/ES/2015,,-1180.7389,230.1889,230.1889,"HIDROCARBUROS LA PAZ, S.A. DE C.V.",12,9250
21,75,Hueyapan,1964,21075,1,,,,,,,,0,0
21,76,Hueytamalco,1965,21076,1,67277,PL/5953/EXP/ES/2015,,-389.2484,79.9482,79.9482,"ESTACION DE SERVICIO SANTISIMA TRINIDAD, S.A. DE C.V.",4,16819
21,77,Hueytlalpan,1966,21077,1,,,,,,,,0,0
21,78,Huitzilan de Serdán,1967,21078,1,11508,PL/10166/EXP/ES/2015,,-97.6926,19.9924,19.9924,RICARDO ESQUIVEL CASTAÑEDA,1,11508
21,79,Huitziltepec,1968,21079,1,4802,PL/5198/EXP/ES/2015,,-97.8835,18.8283,18.8283,"ULTRA SERVICIO DOS MIL, S.A. DE C.V.",1,4802
21,80,Atlequizayan,1969,21080,1,,,,,,,,0,0
21,81,Ixcamilpa de Guerrero,1970,21081,1,,,,,,,,0,0
21,82,Ixcaquixtla,1971,21082,1,9941,PL/9106/EXP/ES/2015,,-97.8499,18.467,18.467,ANAYANTZI CORDOVA DIAZ,1,9941
21,83,Ixtacamaxtitlán,1972,21083,1,3710,PL/2235/EXP/ES/2015,,-97.813,19.6217,19.6217,COMBUSTIBLES GRUPO PC SA DE CV,1,3710
21,84,Ixtepec,1973,21084,1,,,,,,,,0,0
21,85,Izúcar de Matamoros,1974,21085,1,31381,PL/2637/EXP/ES/2015,,-492.4409,92.9738,92.9738,SERVICIO IZUCAR SA DE CV,5,6276
21,86,Jalpan,1975,21086,1,,,,,,,,0,0
21,87,Jolalpan,1976,21087,1,,,,,,,,0,0
21,89,Jopala,1977,21089,1,,,,,,,,0,0
21,90,Juan C. Bonilla,1978,21090,1,27775,PL/23983/EXP/ES/2022,,-98.3584,19.1149,19.1149,"SERVICIO SAN JOSE LOS ANGELES, S.A DE C.V.",1,27775
21,91,Juan Galindo,1979,21091,1,,,,,,,,0,0
21,92,Juan N. Méndez,1980,21092,1,,,,,,,,0,0
21,93,Lafragua,1981,21093,1,14264,PL/12685/EXP/ES/2015,,-97.2614,19.2548,19.2548,Ezequiel Cuatepitzi Fabian,1,14264
21,94,Libres,1982,21094,1,38363,PL/5951/EXP/ES/2015,,-488.3893,97.3405,97.3405,JOSE LUIS DOMINGUEZ ISLAS,5,7673
21,95,La Magdalena Tlatlauquitepec,1983,21095,1,,,,,,,,0,0
21,96,Mazapiltepec de Juárez,1984,21096,1,6052,PL/3473/EXP/ES/2015,,-97.6966,19.1239,19.1239,SERVICIO MAZAPILTEPEC SA DE CV,1,6052
21,97,Mixtla,1985,21097,1,10319,PL/9424/EXP/ES/2015,,-97.8966,18.9111,18.9111,ISABEL LUIS GARCIA,1,10319
21,98,Molcaxac,1986,21098,1,13826,PL/11493/EXP/ES/2015,,-97.9102,18.7297,18.7297,"ENERGETICOS DAZA, S.A. DE C.V.",1,13826
21,99,Cañada Morelos,1987,21099,1,21437,PL/3980/EXP/ES/2015,,-194.8268,37.5204,37.5204,AGUSTIN JORGE FERNANDO OSORIO MIRON,2,10719
21,100,Naupan,1988,21100,1,,,,,,,,0,0
21,101,Nauzontla,1989,21101,1,,,,,,,,0,0
21,102,Nealtican,1990,21102,1,10939,PL/2949/EXP/ES/2015,,-98.4209,19.0548,19.0548,"SERVICIO EXPRESS EL POPO, SA DE CV",1,10939
21,103,Nicolás Bravo,1991,21103,1,,,,,,,,0,0
21,104,Nopalucan,1992,21104,1,68577,PL/12577/EXP/ES/2015,,-293.4534,57.6739,57.6739,JOSE RODRIGO ZORRILLA RODRIGUEZ,3,22859
21,105,Ocotepec,1993,21105,1,,,,,,,,0,0
21,106,Ocoyucan,1994,21106,1,3352,PL/1620/EXP/ES/2015,,-98.3386,18.9994,18.9994,SERVICIO CHIPILO SA DE CV,1,3352
21,107,Olintla,1995,21107,1,,,,,,,,0,0
21,108,Oriental,1996,21108,1,13079,PL/2135/EXP/ES/2015,,-195.2558,38.791,38.791,COMBUSTIBLES GRUPO PC SA DE CV,2,6540
21,109,Pahuatlán,1997,21109,1,,,,,,,,0,0
21,110,Palmar de Bravo,1998,21110,1,47452,PL/4288/EXP/ES/2015,,-390.1591,75.3534,75.3534,"SERVICIOS TURISTICOS ENRIQUEZ, S.A. DE C.V.",4,11863
21,111,Pantepec,1999,21111,1,14060,PL/12025/EXP/ES/2015,,-97.8501,20.5283,20.5283,SERVICIO MECAPALAPA S.A. DE C.V.,1,14060
21,112,Petlalcingo,2000,21112,1,,,,,,,,0,0
21,113,Piaxtla,2001,21113,1,,,,,,,,0,0
21,114,Puebla,2002,21114,1,2264780,PL/1641/EXP/ES/2015,,-19247.975,3731.5087,3731.5087,"GRUPO VALSEQUILLO 2000, S.A. DE C.V.",196,11555
21,115,Quecholac,2003,21115,1,55827,PL/6039/EXP/ES/2015,,-683.6313,132.4231,132.4231,Auto Servicio Autopista Quecholac S.A. de C.V.,7,7975
21,116,Quimixtlán,2004,21116,1,10343,PL/9690/EXP/ES/2015,,-97.1445,19.2552,19.2552,"GRUPO GONZALEZ BERRA, SA DE CV",1,10343
21,118,Los Reyes de Juárez,2005,21118,1,8326,PL/7166/EXP/ES/2015,,-97.8297,18.9584,18.9584,ENERGETICOS SAN JUAN S.A. DE C.V.,1,8326
21,119,San Andrés Cholula,2006,21119,1,171280,PL/2626/EXP/ES/2015,,-1572.4369,304.4405,304.4405,SERVICIO SAN FRANCISCO ACATEPEC SA DE CV,16,10705
21,120,San Antonio Cañada,2007,21120,1,6261,PL/3288/EXP/ES/2015,,-97.2714,18.4973,18.4973,SINERGIA DE ENERGETICOS S.A. DE C.V.,1,6261
21,121,San Diego la Mesa Tochimiltzingo,2008,21121,1,,,,,,,,0,0
21,122,San Felipe Teotlalcingo,2009,21122,1,,,,,,,,0,0
21,123,San Felipe Tepatlán,2010,21123,1,,,,,,,,0,0
21,124,San Gabriel Chilac,2011,21124,1,13512,PL/11325/EXP/ES/2015,,-97.345,18.3364,18.3364,SERVICIO PARA GASOLINERAS GRAN MECA S.A. DE C.V.,1,13512
21,125,San Gregorio Atzompa,2012,21125,1,,,,,,,,0,0
21,126,San Jerónimo Tecuanipan,2013,21126,1,26495,PL/22870/EXP/ES/2019,,-98.406,19.0122,19.0122,PORFIRIO AGUILAR TLALTECATL,1,26495
21,127,San Jerónimo Xayacatlán,2014,21127,1,,,,,,,,0,0
21,128,San José Chiapa,2015,21128,1,38674,PL/3101/EXP/ES/2015,,-195.5153,38.4843,38.4843,GRUPO GASOLINERO IBEROMEXICANO SA DE CV,2,19337
21,129,San José Miahuatlán,2016,21129,1,,,,,,,,0,0
21,130,San Juan Atenco,2017,21130,1,3541,PL/1817/EXP/ES/2015,,-97.5427,19.094,19.094,SERVICIO INTEGRAL LA LAGUNA DE ALJOJUCA SA DE CV,1,3541
21,131,San Juan Atzompa,2018,21131,1,,,,,,,,0,0
21,132,San Martín Texmelucan,2019,21132,1,267897,PL/5734/EXP/ES/2015,,-2067.0052,404.7765,404.7765,"Gasolineras Rahel, S.A. de C.V.",21,12757
21,133,San Martín Totoltepec,2020,21133,1,,,,,,,,0,0
21,134,San Matías Tlalancaleca,2021,21134,1,40415,PL/7183/EXP/ES/2015,,-295.5931,57.9837,57.9837,SINERGIA DE ENERGETICOS S.A. DE C.V.,3,13472
21,135,San Miguel Ixitlán,2022,21135,1,,,,,,,,0,0
21,136,San Miguel Xoxtla,2023,21136,1,22938,PL/20341/EXP/ES/2017,,-98.2958,19.1629,19.1629,Estacion de Servicio Itzel S.A de C.V,1,22938
21,137,San Nicolás Buenos Aires,2024,21137,1,,,,,,,,0,0
21,138,San Nicolás de los Ranchos,2025,21138,1,,,,,,,,0,0
21,139,San Pablo Anicano,2026,21139,1,,,,,,,,0,0
21,140,San Pedro Cholula,2027,21140,1,176957,PL/5418/EXP/ES/2015,,-1769.4738,343.2543,343.2543,Gasolinera San Diego Cholula S.A. de C.V.,18,9831
21,141,San Pedro Yeloixtlahuaca,2028,21141,1,,,,,,,,0,0
21,142,San Salvador el Seco,2029,21142,1,46376,PL/3681/EXP/ES/2015,,-488.133,95.8056,95.8056,ENERGETICOS DUAL S.A. DE C.V.,5,9275
21,143,San Salvador el Verde,2030,21143,1,53746,PL/10042/EXP/ES/2015,,-295.5573,57.7902,57.7902,SERVICIO SAN SALVADOR SA DE CV,3,17915
21,144,San Salvador Huixcolotla,2031,21144,1,17558,PL/7027/EXP/ES/2015,,-195.5475,37.8495,37.8495,SERVICIO SANTA TERESITA SA DE CV,2,8779
21,145,San Sebastián Tlacotepec,2032,21145,1,,,,,,,,0,0
21,146,Santa Catarina Tlaltempan,2033,21146,1,,,,,,,,0,0
21,147,Santa Inés Ahuatempan,2034,21147,1,,,,,,,,0,0
21,148,Santa Isabel Cholula,2035,21148,1,6971,PL/3690/EXP/ES/2015,,-98.3549,18.9914,18.9914,ESTACION DE SERVICIO ANLOUR S.A. DE C.V.,1,6971
21,149,Santiago Miahuatlán,2036,21149,1,34059,PL/9454/EXP/ES/2015,,-194.8273,37.0578,37.0578,SERVICIO CATALINA S.A. DE C.V.,2,17030
21,150,Huehuetlán el Grande,2037,21150,1,,,,,,,,0,0
21,151,Santo Tomás Hueyotlipan,2038,21151,1,21249,PL/4220/EXP/ES/2015,,-195.7299,37.7594,37.7594,"ENERGETICOS ZACAOLA, S.A. DE C.V.",2,10625
21,152,Soltepec,2039,21152,1,,,,,,,,0,0
21,153,Tecali de Herrera,2040,21153,1,26932,PL/5976/EXP/ES/2015,,-195.9273,37.8287,37.8287,SERVICIO TECALI S.A. DE C.V.,2,13466
21,154,Tecamachalco,2041,21154,1,184749,PL/1690/EXP/ES/2015,,-1172.7682,226.618,226.618,"DIGEPE, S.A. DE C.V. (07356)",12,15396
21,156,Tehuacán,2042,21156,1,255254,PL/6134/EXP/ES/2015,,-2045.2038,387.7395,387.7395,FRANCISCO IGNACIO BECERRIL ZAVALA,21,12155
